"Product Line","SFDALicense:ProductCNname","SFDALicense:Product EN name","SFDALicense: First Approved Date","Abbr.","REF","SMN","EAN/UPC(DI)","最小销售单元中使用单元的数量","Unit of Use Device Identifier","Package","SFDALicense","Approved Date","Effective Date","SFDALicense:ExpiredDate","SFDALicense:Chinese name of Certificate Holder","SFDALicense:English name of Certificate Holder","SFDALicense:Certificate Holder","SFDALicense:Holder's Address","SFDALicense:Holder's Address2","manufacture's Address","Manufacturer city","IFU valid from Date","IFU valid to Date","CN IFU IssuedDate","Label valid from Date","Label valid to Date","CN Label IssuedDate","Reviewer","ReviewDate","EN IFU Version","EXP(Month)","RA Check Status","CER History (FY-TYPE-Class-CER)","Status","SFDALicense:产品类别(设备/耗材)","SFDALicense:器械类别(器械/体外诊断)","SFDALicense:代理人住所","SFDALicense:代理人名称","SFDALicense:IVD注册申请表分类","SFDALicense:备注(注册证备注信息)","SFDALicense: Abbreviation","SFDALicense:生产标识是否包含失效日期","SFDALicense:生产标识是否包含序列号","SFDALicense:生产标识是否包含批号","SFDALicense:生产标识是否包含生产日期","UDI Database Add/Updated","RA Owner","Released IFU Date","Change EN VS CN","Released IFU no.","Released Label No.","Released Label Date","UDI Database Description","Change Description","ID","Modified","Modified By","BU","License"
"Centaur","茶碱测定试剂盒(直接化学发光法)","Theophylline 2(THEO 2)","2005-06-15","Theophylline 2","03009619(128379)","10310434","00630414460956","1",,"50测试/盒","国械注进20162405243","2021-07-12","2021-07-12","2026-07-11","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-12","2026-07-11","2021-08-11","2021-07-12","2026-07-11","2021-08-11","Wang Yi He","2021-08-10","CP:10629997_EN Rev. C, 2011-06; XP:10629899_EN Rev. H, 2011-07","11",,"2017_Renewal_II_国械注进20162405243
2021_Renewal_II_国械注进20162405243","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","Theophylline 2","是","否","是","否",,,"2021-08-11",,"10310434_03009619(128379)(CP)_SHD_20210712_CNA / 10310434_03009619(128379)(XP/XPT)_SHD_20210712_CNA","10310434_03009619(128379)_SHD_20210712_CNB","2021-08-11",,,"5229","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405243"
"Centaur","糖抗原125测定试剂盒(直接化学发光法)","CA 125II","2010-04-26","CA 125 II","09427226(128532)","10310443","00630414461298","1",,"100测试/盒(ADVIA Centaur系列)","国械注进20172400635","2021-08-06","2021-08-06","2026-08-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-08-06","2026-08-05","2021-09-03","2021-08-06","2026-08-05","2021-09-03","Wang Qing","2021-09-02","CP:10629930_EN Rev. C, 2011-06; XP:10629826_EN Rev. J, 2013-01","12",," 
2017_Renewal_II_国械注进20172400029
2021_Change_II_国械注进20173400635","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","CA 125 II","是","否","是","否",,,"2021-09-03",,"10310443_09427226(128532)(CP)_SHD_20210806_CNA / 10310443_09427226(128532)(XP/XPT)_SHD_20210806_CNA","10310443_09427226(128532)_SHD_20210806_CNB","2021-09-03",,,"5233","2023-02-13 15:48","TANG, XU","CAI","国械注进20172400635"
"Atellica IM","糖抗原125测定试剂盒(直接化学发光法)","CA 125II","2010-04-26","CA 125 II","10995481","10995481","00630414598086","1",,"100测试/盒(Atellica IM系列)","国械注进20172400635","2021-08-06","2021-08-06","2026-08-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-08-06","2026-08-05","2021-11-02","2021-08-06","2026-08-05","2021-11-02","Wang Qing","2021-09-02",,"12",," 
2017_Renewal_II_国械注进20172400029
2021_Change_II_国械注进20173400635","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","CA 125 II","是","否","是","否",,,"2021-11-02",,"10995481_SHD_20210806_CNA","10995481_SHD_20210806_CNB","2021-11-02",,,"5234","2023-02-13 15:48","TANG, XU","CAI","国械注进20172400635"
"Centaur","糖抗原15-3测定试剂盒(直接化学发光法)","CA 15-3","2010-04-26","CA 15-3","08126338(128534)","10327620","00630414461311","1",,"100测试/盒(ADVIA Centaur系列)","国械注进20172400634","2021-09-06","2021-09-06","2026-09-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-09-06","2026-09-05","2021-09-29","2021-09-06","2026-09-05","2021-09-29","Wang Qing","2021-09-24","CP:10629931_EN Rev. D, 2011-06; XP:10629827_EN Rev. G, 2012-10","12",,"2017_Renewal_II_国械注进20173400634","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","CA 15-3","是","否","是","否",,,"2021-09-29",,"10327620_08126338(128534)(CP)_SHD_20210906_CNA / 10327620_08126338(128534)(XP/XPT)_SHD_20210906_CNA","10327620_08126338(128534)_SHD_20210906_CNB","2021-09-29",,,"5237","2023-02-13 15:48","TANG, XU","CAI","国械注进20172400634"
"Atellica IM","糖抗原15-3测定试剂盒(直接化学发光法)","CA 15-3","2010-04-26","CA 15-3","10995485","10995485","00630414598123","1",,"100测试/盒(Atellica IM系列)","国械注进20172400634","2021-09-06","2021-09-06","2026-09-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-09-06","2026-09-05","2021-11-02","2021-09-06","2026-09-05","2021-11-02","Wang Qing","2021-09-24",,"12",,"2017_Renewal_II_国械注进20173400634","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","CA 15-3","是","否","是","否",,,"2021-11-02",,"10995485_SHD_20210906_CNA","10995485_SHD_20210906_CNB","2021-11-02",,,"5238","2023-02-13 15:48","TANG, XU","CAI","国械注进20172400634"
"Centaur","丙戊酸测定试剂盒(直接化学发光法)","Valproic Acid(VALP)","2005-05-24","Valproic Acid","05256877","10322215","00630414527321","1",,"50测试/盒","国械注进20172400043","2021-07-12","2021-07-12","2026-07-11","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-12","2026-07-11","2021-08-11","2021-07-12","2026-07-11","2021-08-11","Wang Yi He","2021-08-10","XP:10629857_EN Rev. D, 2011-07; CP:10630006_EN Rev. C, 2011-06","15",,"2017_Renewal_II_国械注进20172400043
2021_Renewal_II_国械注进20172400043","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","Valproic Acid","是","否","是","否",,,"2021-08-11",,"10322215_05256877(CP)_SHD_20210712_CNA / 10322215_05256877(XP/XPT)_SHD_20210712_CNA","10322215_05256877_SHD_20210712_CNB","2021-08-11",,,"5240","2023-02-13 15:48","TANG, XU","CAI","国械注进20172400043"
"Centaur","苯巴比妥测定试剂盒(直接化学发光法)","Phenobarbital(PHNB)","2005-06-15","Phenobarbital","05190841","10322090","00630414527192","1",,"50测试","国械注进20173400782","2021-09-06","2021-09-06","2026-09-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-09-06","2026-09-05","2021-09-29","2021-09-06","2026-09-05","2021-09-29","Xiao Lu","2021-09-26","XP:10629853_EN Rev. D, 2011-07; CP:10629984_EN Rev. C, 2011-07","14",," 
2017_Renewal_III_国械注进20173400782","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","Phenobarbital","是","否","是","否",,,"2021-09-29",,"10322090_05190841(CP)_SHD_20210906_CNA / 10322090_05190841(XP/XPT)_SHD_20210906_CNA","10322090_05190841_SHD_20210906_CNB","2021-09-29",,,"5215","2023-02-13 15:48","TANG, XU","CAI","国械注进20173400782"
"Centaur","苯妥英测定试剂盒(直接化学发光法)","Phenytoin(PHTN)","2005-05-24","Phenobarbital","06204560(120538)","10310328","00630414209128","1",,"50测试/盒","国械注进20162405252","2021-07-12","2021-07-12","2026-07-11","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-12","2026-07-11","2021-08-24","2021-07-12","2026-07-11","2021-08-24","Wang Yi He","2021-08-17","CP:10629985_EN Rev. D, 2011-06; XP:10629886_EN Rev. G, 2011-07","12",,"2017_Renewal_II_国械注进20162405252
2021_Renewal_II_国械注进20162405252","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","Phenobarbital","是","否","是","否",,,"2021-08-24",,"10310328_06204560(120538)(CP)_SHD_20210712_CNA / 10310328_06204560(120538)(XP/XPT)_SHD_20210712_CNA","10310328_06204560(120538)_SHD_20210712_CNB","2021-08-24",,,"5217","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405252"
"Centaur","同型半胱氨酸校准液","HCY Calibrator","2005-07-02","HCY Calibrator","05530553(124579)","10310376","00630414468198","1",,"低值校准品:2×2.0mL/瓶;高值校准品:2×2.0mL/瓶(ADVIA Centaur系列)","国械注进20162405239","2021-07-16","2021-07-16","2026-07-15","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-16","2026-07-15","2021-08-03","2021-07-16","2026-07-15","2021-08-03","Wang Qing","2021-08-03","10468835 Rev. A, 2008-07","12",,"2017_Renewal_II_国械注进20162405239
2018_Change_II_国械注进20162405239
2021_Renewal_II_国械注进20162405239","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂"," ","HCY Calibrator","是","否","是","否",,,"2021-08-03",,"10310376_05530553(124579)_SHD_20210716_CNA","10310376_05530553(124579)_SHD_20210716_CNB","2021-08-03",,,"5222","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405239"
"Centaur","复合前列腺特异性抗原测定试剂盒(直接化学发光法)","cPSA","2010-04-26","cPSA","06684007(124830)","10310381","00630414450896","1",,"100测试/盒(ADVIA Centaur系列)","国械注进20163404774","2021-07-06","2021-07-06","2026-07-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-06","2026-07-05","2021-08-03","2021-07-06","2026-07-05","2021-08-03","Wang Yi He","2021-08-02","CP:10629941_EN Rev. E, 2011-06; XP:10629835_EN Rev. M, 2011-07","12",,"2017_Change_III_国械注进20163404774
_Renewal_III_国械注进20163404774
2019_Change_III_国械注进20163404774
___国械注进20163404774
2021_Renewal_III_国械注进20163404774","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","cPSA","是","否","是","否",,,"2021-08-03",,"10310381_06684007(124830)(CP)_SHD_20210706_CNA / 10310381_06684007(124830)(XP/XPT)_SHD_20210706_CNA","10310381_06684007(124830)_SHD_20210706_CNB","2021-08-03",,,"5224","2023-02-13 15:48","TANG, XU","CAI","国械注进20163404774"
"Atellica IM","复合前列腺特异性抗原测定试剂盒(直接化学发光法)","cPSA","2010-04-26","cPSA","10995544","10995544","00630414598680","1",,"100测试/盒(Atellica IM系列)","国械注进20163404774","2021-07-06","2021-07-06","2026-07-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-06","2026-07-05","2021-08-03","2021-07-06","2026-07-05","2021-08-03","Wang Yi He","2021-08-02","10995337_EN Rev. 01, 2017-05","12",,"2017_Change_III_国械注进20163404774
_Renewal_III_国械注进20163404774
2019_Change_III_国械注进20163404774
___国械注进20163404774
2021_Renewal_III_国械注进20163404774","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","cPSA","是","否","是","否",,,"2021-08-03",,"10995544_SHD_20210706_CNA","10995544_SHD_20210706_CNB","2021-08-03",,,"5225","2023-02-13 15:48","TANG, XU","CAI","国械注进20163404774"
"Centaur","地高辛测定试剂盒(直接化学发光法)","Digoxin(DIG)","2005-05-24","Digoxin","06794163(110771)","10309981","00630414177410","1",,"50测试/盒(ADVIA Centaur系列)","国械注进20162405282","2021-07-22","2021-07-22","2026-07-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-22","2026-07-21","2021-09-03","2021-07-22","2026-07-21","2021-09-03","Wang Yi He","2021-08-26","XP:10629839_EN Rev. K, 2011-04; CP:10629945_EN Rev. F, 2011-09","12",,"2017_Renewal_II_国械注进20162405282
2019_Change_II_国械注进20162405282","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂"," ","Digoxin","是","否","是","否",,,"2021-09-03",,"10309981_06794163(110771)(CP)_SHD_20210722_CNA / 10309981_06794163(110771)(XP/XPT)_SHD_20210722_CNA","10309981_06794163(110771)_SHD_20210722_CNB","2021-09-03",,,"5190","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405282"
"Atellica IM","地高辛测定试剂盒(直接化学发光法)","Digoxin(DIG)","2005-05-24","Digoxin","10995558","10995558","00630414598826","1",,"50测试/盒(Atellica IM系列)","国械注进20162405282","2021-07-22","2021-07-22","2026-07-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-22","2026-07-21","2021-09-03","2021-07-22","2026-07-21","2021-09-03","Wang Yi He","2021-08-26",,"12",,"2017_Renewal_II_国械注进20162405282
2019_Change_II_国械注进20162405282","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂"," ","Digoxin","是","否","是","否",,,"2021-09-03",,"10995558_SHD_20210722_CNA","10995558_SHD_20210722_CNB","2021-09-03",,,"5192","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405282"
"Centaur","万古霉素测定试剂盒(直接化学发光法)","Vancomycin(VANC)","2005-05-24","Vancomycin","05300450(118451)","10310300","00630414203928","1",,"50测试/盒","国械注进20162405223","2021-07-22","2021-07-22","2026-07-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-07-22","2026-07-21","2021-09-03","2021-07-22","2026-07-21","2021-09-03","Wang Yi He","2021-08-26","XP:10629912_EN Rev. G, 2011-07; CP:10630007_EN Rev. C, 2011-06","18",,"2017_Renewal_II_国械注进20162405223
2018_Change_II_国械注进20162405223","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-008用于药物及药物代谢物检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","Vancomycin","是","否","是","否",,,"2021-09-03",,"10310300_05300450(118451)(CP)_SHD_20210722_CNA / 10310300_05300450(118451)(XP/XPT)_SHD_20210722_CNA","10310300_05300450(118451)_SHD_20210722_CNB","2021-09-03",,,"5210","2023-02-13 15:48","TANG, XU","CAI","国械注进20162405223"
"Centaur","维生素B12测定试剂盒(直接化学发光法)","VB12","2005-05-24","VB12","07847260(110747)","10309970","00630414177168","1",,"100测试/盒(ADVIA Centaur系列)","国械注进20162404435","2021-04-08","2021-04-08","2026-04-07","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-04-08","2026-04-07","2021-05-06","2021-04-08","2026-04-07","2021-05-06","Song Yuan Yuan","2021-04-29","CP:10630008_EN Rev. E, 2011-04; XP:10629913_EN Rev. P, 2011-03","11",,"2016_Renewal_II_国械注进20162404435
2018_Change_II_国械注进20162404435
2021_Renewal_II_国械注进20162404435","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-006用于维生素检测的试剂"," ","VB12","是","否","是","否",,,"2021-05-06",,"10309970_07847260(110747)(CP)_SHD_20210408_CNA / 10309970_07847260(110747)(XP/XPT)_SHD_20210408_CNA","10309970_07847260(110747)_SHD_20210408_CNB","2021-05-06",,,"5174","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404435"
"Atellica IM","维生素B12测定试剂盒(直接化学发光法)","VB12","2005-05-24","VB12","10995714","10995714","00630414600277","1",,"100测试/盒(Atellica IM系列)","国械注进20162404435","2021-04-08","2021-04-08","2026-04-07","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-04-08","2026-04-07","2021-05-06","2021-04-08","2026-04-07","2021-05-06","Song Yuan Yuan","2021-04-29",,"11",,"2016_Renewal_II_国械注进20162404435
2018_Change_II_国械注进20162404435
2021_Renewal_II_国械注进20162404435","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-006用于维生素检测的试剂"," ","VB12","是","否","是","否",,,"2021-05-06",,"10995714_SHD_20210408_CNA","10995714_SHD_20210408_CNB","2021-05-06",,,"5175","2023-02-13 15:48","TANG, XU","CAI","国械注进20162404435"
